UniqueCount	AmbigCount
48	464
0	464
139	0
5	603
2	595
0	592
344	0
3	0
116	0
170	30
26	30
0	23
0	23
0	0
0	0
0	0
449	0
0	0
1520	1
8	0
453	0
375	380
0	380
0	0
50	0
24	0
0	125
4	125
109	0
0	0
0	0
100	0
212	1136
58	1136
593	0
0	0
0	0
107	0
68	0
0	0
49	0
0	0
8	0
37	0
0	0
0	0
148	0
0	0
1	0
1099	0
0	0
0	48
0	48
51	0
1953	0
6	0
9	378
49	378
157	0
240	0
0	0
0	0
1369	2
0	0
0	0
16	0
3	83
0	83
0	0
73	0
26	0
3	6
0	6
1	0
312	0
0	0
743	0
0	0
0	0
17	36
0	36
165	0
70	0
63	161
17	167
3	65
11	243
26	243
69	0
5	0
117	31
0	31
10	3630
0	3630
8	0
107	0
796	0
0	0
113	0
158	0
1	0
11	293
6	293
26	310
60	310
71	0
0	0
276	0
0	67
1	67
270	0
0	0
59	0
349	0
502	0
177	0
0	120
8	120
28	0
211	0
0	0
0	0
315	0
1	6
0	6
0	0
0	0
17	0
0	0
633	0
3	318
0	318
2	318
104	988
93	988
737	0
13	213
0	151
0	225
286	0
1	198
0	198
491	0
0	0
44	268
13	268
125	0
256	0
216	0
723	0
0	609
8	609
1981	0
912	0
9	0
2	118
13	118
0	0
0	0
0	0
8	0
156	0
40	2
15	0
20	2
335	0
706	0
4	0
540	799
1	799
727	394
8	394
244	0
166	0
31	0
4	0
1	0
34	629
104	630
0	628
0	628
1069	0
110	0
4	416
113	416
22	0
179	297
0	297
0	0
119	0
448	0
103	0
130	0
126	0
45	0
233	0
267	0
389	0
579	0
0	94
12	94
80	0
240	0
69	0
0	30
0	30
309	0
11	280
0	280
12	280
16	1417
0	1417
0	0
0	0
0	0
0	0
0	0
487	0
0	0
83	1214
6	1214
132	0
1099	0
364	0
0	0
0	0
57	0
519	0
0	0
139	0
2084	0
12	79
1	79
84	0
1002	0
15	332
0	332
1	0
232	0
21	0
42	0
1	0
11	106
4	106
0	0
1	0
7	0
8	82
19	97
11	68
66	0
1	15
0	15
1	15
63	0
8	0
65	248
1	248
20	0
218	0
66	0
10	0
15	0
23	71
2	71
14	1
5	1
87	0
1134	0
265	0
154	0
149	0
261	0
1	3
0	3
220	0
21	0
260	0
11	0
24	187
9	187
12	171
40	171
35	0
0	184
2	184
42	122
0	122
3	254
4	133
0	0
800	0
29	439
69	439
121	0
22	0
54	0
0	0
0	0
284	0
9	231
6	231
144	0
0	3660
0	2937
0	3282
310	0
164	0
0	0
106	773
2	773
4	433
1	470
5	447
436	0
139	0
1	0
79	669
5	669
135	0
0	0
2	242
10	242
12	0
144	1
53	0
15	0
82	0
119	0
101	0
56	0
159	0
14	0
0	0
27	62
0	62
32	271
0	271
26	0
0	0
248	1
180	0
8	0
11	95
9	95
5	407
2	407
0	0
149	0
81	0
30	0
0	0
0	0
0	0
0	0
0	0
183	0
507	0
0	0
4	0
10	0
0	128
68	198
4	197
12	903
1	903
0	106
2	230
0	226
0	236
0	0
11	960
132	960
921	0
97	0
244	0
4	0
0	0
5	46
12	46
5	8
0	8
36	0
233	0
54	560
40	560
10	20
0	20
107	0
0	4
0	4
376	1
7	86
13	87
6	87
125	0
17	1
16	138
6	137
1742	0
183	0
35	0
1556	0
135	0
816	0
108	0
1065	0
768	0
0	0
253	0
16	0
113	0
0	56
0	56
72	0
4	303
0	320
10	305
0	301
164	0
323	1
8	0
22	0
4	0
0	0
2	18
0	17
0	17
0	0
4	246
0	246
0	214
14	0
69	0
325	0
0	123
0	123
277	0
30	0
0	720
3	712
0	283
94	0
33	0
678	1
0	0
758	0
0	0
213	0
94	0
97	0
0	0
349	960
58	960
901	0
14	52
0	52
55	0
75	0
58	0
12	167
0	150
0	167
0	0
27	1
114	0
19	240
0	240
15	0
59	23
0	23
0	0
43	0
13	0
297	0
0	79
0	75
14	79
161	0
1	56
0	56
1223	1
517	0
0	0
0	0
0	0
142	0
0	0
59	0
20	0
5	156
0	156
0	154
0	153
4	146
0	146
345	0
34	81
18	80
0	71
0	71
18	0
53	0
444	0
1375	0
308	0
4	0
0	0
1	11
0	11
25	0
145	0
178	2872
0	2872
91	486
45	486
146	0
226	0
85	0
0	0
34	0
50	0
18	0
0	0
0	0
48	0
0	0
0	0
0	0
0	0
1	0
680	0
0	0
0	0
320	1
65	78
0	78
0	0
0	0
356	0
38	0
226	0
486	0
5	0
85	0
251	0
2	0
8	404
0	404
198	730
0	730
17	265
0	265
0	375
23	375
2	376
34	376
0	5
0	5
0	5
3	14
0	14
25	0
0	0
0	0
0	0
1	11057
58	10991
132	4438
6	0
511	0
1160	0
87	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
34	1
21	0
11	1
3	0
968	0
109	0
0	0
1	0
9	0
167	0
0	0
1	0
11	0
9	0
125	0
2	32
0	32
0	0
5	0
7	0
110	0
31	0
60	0
441	0
0	0
4	213
5	213
8	0
0	55
0	55
18	0
40	0
201	0
391	0
3	214
0	214
0	0
137	0
158	0
3	0
0	142
3	140
0	141
89	0
126	0
132	0
0	0
0	0
0	0
18	247
0	247
0	247
116	0
412	0
184	0
162	0
38	0
243	0
97	0
31	0
1	0
366	0
808	0
0	0
1418	0
18	0
0	0
0	392
1	320
0	368
0	0
69	370
7	370
54	0
277	0
0	470
0	506
0	471
0	510
0	494
1	470
112	0
2	0
27	0
51	470
0	470
321	1
10	454
2	454
11	31
1	39
2	30
3	33
58	150
4	150
127	0
183	0
0	0
257	0
17	0
486	0
54	0
2628	1
1029	0
753	0
12	0
3	0
0	0
104	0
848	0
102	0
13	128
8	128
280	0
12	0
8	120
1	120
278	0
3	0
128	0
0	78
5	78
907	0
276	0
731	0
228	0
12	118
0	118
3	1138
7	1138
0	1138
2	0
230	0
0	1
1	1
1	0
171	0
0	0
40	0
853	1
1577	0
2	103
5	103
788	0
163	0
10	656
0	656
33	27
0	27
567	0
169	0
761	0
11	19
0	19
405	0
174	0
187	0
13	75
0	75
617	0
221	0
3889	166
1570	140
2468	35
0	0
106	0
208	0
0	0
263	0
4	155
0	154
1	148
142	0
127	0
99	0
502	0
0	0
1358	0
375	0
1	80
0	80
2	63
0	75
0	79
0	74
0	79
11	28
5	27
4	23
23	62
2	62
88	0
34	51
4	51
0	0
94	0
7	58
0	58
173	0
40	0
11	793
0	793
0	762
0	793
0	0
60	0
0	0
0	0
0	0
41	0
89	310
1	310
270	0
0	353
3	353
2	349
60	0
2	0
1384	1
77	0
8	0
80	0
374	0
2	0
203	0
0	0
1	0
212	678
1	678
0	0
68	0
425	0
58	0
0	0
0	0
14	0
8	0
332	127
17	1795
0	1492
3	1723
0	0
438	0
41	0
0	0
1223	0
0	5051
0	4635
0	3863
0	4279
0	370
0	367
0	370
27	235
1	235
0	59
0	62
3	51
0	24
1	0
7	0
0	0
3	0
4	0
30	148
0	148
1	0
0	0
168	0
394	0
0	0
1	30
3	30
0	0
28	0
1	0
2680	0
4	124
36	124
319	0
37	0
481	0
19	182
8	182
196	0
1	0
892	1
81	313
0	313
0	820
0	784
0	652
1	0
291	0
0	0
0	0
7	0
294	0
1	0
2	0
32	0
49	0
9	0
37	93
4	90
5	89
0	0
332	0
3	200
0	200
17	179
1	179
3	0
224	0
476	0
33	114
36	114
36	0
0	0
1	14
0	14
81	0
0	0
169	0
1	11
0	11
0	11
0	10
226	0
587	0
356	1
266	0
293	0
72	0
11	0
0	0
26	0
0	0
8	168
0	168
12	0
24	0
242	0
4	2
1	1
91	1
308	0
184	0
47	0
4	43
0	46
3	39
14	215
0	213
0	212
0	0
0	0
25	523
2	361
8	315
1839	2830
0	2830
83	26
1038	0
119	0
300	0
25	0
0	0
691	0
6	0
4074	7772
31	7682
20	7774
0	7771
0	0
314	0
5	260
35	260
12	625
1	571
0	509
1	332
0	332
1	318
0	0
0	0
6	123
0	124
23	124
74	0
0	0
50	0
1108	0
380	0
475	0
11	0
64	178
4	178
0	0
43	0
3	0
0	0
196	0
40	0
137	0
0	140
2	140
0	193
0	193
0	0
0	0
0	0
4	0
308	0
166	41
0	41
137	0
2	174
1	154
0	151
46	0
188	0
180	0
196	0
157	0
568	0
370	0
345	661
0	661
148	0
72	0
277	0
91	1
91	0
550	1
26	0
5982	0
100	0
0	0
5	0
47	0
159	0
228	0
74	0
12	293
14	293
34	0
223	0
996	0
34	0
2057	0
2	0
442	0
0	110
0	137
1	132
62	0
0	0
0	94
32	93
4	69
391	0
0	0
692	0
861	0
0	0
0	0
1359	0
39	0
97	0
0	0
0	0
152	0
43	0
71	1111
4	1083
7	0
11	0
65	834
0	835
0	836
20	0
0	0
0	0
71	0
148	0
12	1
73	1
163	0
228	0
410	0
11	0
30	0
53	0
1	2
0	2
210	322
2	322
301	0
170	0
0	2
0	2
0	1
0	0
10	142
3	142
153	0
0	0
0	0
13	0
3	0
0	0
1488	0
0	0
161	0
7	0
426	0
40	0
13	0
802	0
62	592
2	592
1038	1045
1	1044
46	20
0	20
1863	0
181	0
11	0
414	0
1055	0
2	0
851	0
3	0
181	0
5	59
2	59
17	0
19	26
28	26
191	0
250	0
0	0
6221	0
523	0
82	0
0	641
93	641
725	1
569	0
151	0
1740	0
111	0
379	1
2443	0
15	0
257	0
169	0
272	0
0	0
0	0
614	0
383	0
1	253
0	254
5	253
0	254
0	7
1	7
597	1
364	0
190	0
62	109
0	109
40	60
0	60
1	0
0	0
29	403
1	403
489	0
332	0
270	0
28	0
0	0
194	0
8	0
13	0
113	404
5	404
0	0
124	0
0	0
0	0
0	97
1	97
0	97
0	0
0	0
75	0
43	0
1076	0
240	0
1310	0
122	604
2	604
350	0
0	0
251	0
536	0
29	481
4	481
3	74
4	74
243	0
1	0
0	0
0	98
88	98
1942	2
100	0
17	0
0	1
3	1
226	0
22	0
475	0
97	0
0	0
0	82
0	81
3	31
5	81
29	0
330	0
18	0
0	996
0	991
0	738
2	0
234	0
322	0
459	0
156	0
298	0
14	228
0	230
0	230
0	0
0	0
592	0
49	376
0	376
0	182
0	177
0	188
6	173
413	0
191	950
0	949
15	0
39	0
286	0
137	0
0	0
0	12
0	12
1	11
142	0
347	0
536	45
5	45
45	0
114	0
0	0
105	317
0	317
960	0
703	0
706	0
46	172
3	172
20	0
331	0
98	0
257	0
287	0
264	0
106	819
1	819
1	0
0	0
502	0
39	0
381	0
24	0
1300	0
0	0
507	0
200	4
1	3
22	0
8	39
5	34
2	38
3	31
2	0
513	0
10	0
445	0
53	0
424	0
0	92
13	92
0	68
418	1
151	0
165	0
281	0
98	0
0	0
0	118
0	118
0	113
165	0
0	0
472	0
92	0
520	0
697	0
800	163
970	163
561	1547
0	1547
153	0
129	0
0	0
6	148
4	148
0	0
11	262
2	262
16	266
0	264
0	266
2580	0
193	0
2	233
38	233
0	0
372	0
533	0
19	203
0	203
126	0
318	0
0	0
105	0
0	0
72	3139
0	3139
420	0
3	1795
25	1795
0	0
4	72
2	72
0	0
206	0
329	0
15	0
101	2696
5	2696
571	0
679	1
428	0
0	159
0	156
0	111
322	0
392	0
1215	1
24	0
18	804
4	804
294	0
112	1
0	0
11	0
4	191
0	191
0	0
1226	0
119	0
117	0
13	0
1	141
38	139
0	140
19	0
46	0
0	0
13	0
605	0
0	0
18	560
0	558
0	524
74	0
188	0
0	1039
1	1037
2	836
46	0
119	0
0	0
0	0
20	0
318	1247
0	1180
0	1247
0	1201
2154	0
248	0
2	485
2	485
31	0
163	0
90	0
85	0
189	0
16	0
4798	1
53	0
60	0
37	0
0	0
977	0
229	0
3	814
0	808
2	625
327	0
16	416
1	416
59	0
699	0
67	216
3	216
11	943
182	968
6	969
50	502
3	502
108	0
0	0
0	0
168	0
1422	2989
15	2989
250	0
7	0
0	0
21	0
33	0
491	0
2	0
431	0
0	0
164	0
0	455
9	455
0	455
1	455
17	946
0	946
36	400
38	400
148	0
294	0
26	0
74	0
0	0
161	0
70	0
599	1
126	0
943	0
217	82
4	82
0	0
143	0
49	0
494	0
74	0
0	0
19	80
4	80
118	0
272	0
49	0
37	130
1	130
0	0
320	0
84	0
18	0
72	0
934	0
121	0
0	16421
2	14846
1	12295
2	12600
0	12431
31	0
38	0
24	0
6597	1
148	0
241	1185
0	1185
0	9
0	74
18	0
540	55
21	108
0	108
0	0
4	0
294	0
23	0
0	0
2269	0
1074	3955
18	3955
3	25
58	154
0	154
101	0
311	0
11	0
887	1
0	0
0	0
0	0
0	0
0	0
0	0
20	0
3	388
15	388
1	0
10	53
4	53
0	0
122	0
0	0
5	39
0	39
249	0
106	1150
0	1150
0	0
0	0
70	0
104	0
0	0
82	0
56	0
145	0
86	0
7	8
1	8
3236	1635
4	1635
290	0
174	5
1702	1726
4	1726
6	15
0	15
0	0
0	0
1	0
135	0
53	0
48	225
33	225
63	0
64	0
16	0
57	167
0	167
410	222
2	222
185	0
8	0
537	0
0	0
0	0
162	0
569	0
22	990
0	990
0	0
0	0
247	0
341	0
1	73
20	73
141	0
0	0
399	0
0	13
1	13
15	39
2	39
161	0
499	0
2	184
0	184
0	0
52	174
1	174
0	0
129	0
320	0
18	0
56	0
19	366
103	366
1	0
29	0
172	0
1435	0
0	0
0	0
393	0
0	0
16	62
0	62
71	0
2	0
2	0
0	249
14	249
118	0
169	0
46	0
62	0
1460	0
0	85
4	85
1	3
0	3
129	0
0	0
247	0
38	0
56	0
7	31
8	31
36	0
89	0
1	0
96	149
5	149
295	0
242	0
23	0
8	0
143	0
70	0
219	0
9	0
0	58
0	58
0	58
206	2
770	2
120	0
0	0
0	0
182	0
594	0
0	0
0	0
8	2167
35	1871
3	1712
130	0
1125	0
142	0
441	0
7	0
0	0
0	0
4604	2
39	678
0	678
1745	0
9	153
1	153
43	2682
71	2682
15	2683
35	0
89	0
219	0
47	0
29	0
358	0
403	0
75	0
3	0
158	0
555	1
314	0
372	0
3	318
0	318
0	0
0	0
52	291
2	291
31	313
0	256
0	182
3	172
134	0
72	0
2	0
0	0
22	185
13	0
69	0
2045	185
0	0
129	0
228	844
3	844
743	0
29	0
21	0
0	0
573	0
31	226
22	226
0	0
0	0
2392	0
191	0
3	0
39	0
0	0
1	341
3	341
0	336
10	336
123	0
5	0
1	394
0	313
2	375
339	0
211	0
0	0
64	0
0	0
335	0
11	0
0	162
3	162
852	0
2	118
2	118
14	0
542	0
404	1402
0	1402
336	0
22	0
0	0
1005	0
406	0
247	0
864	0
0	0
174	1
347	1
0	21
0	21
913	0
22	0
8	176
49	181
5	174
142	0
36	146
17	146
466	0
12	392
1	351
0	345
1	0
7	0
90	0
0	1431
46	1423
0	996
111	0
16	0
459	0
0	0
84	0
35	49
3	49
58	0
0	0
552	3
0	11
4	11
102	0
84	3
2	122
0	65
23	126
0	67
13	411
0	411
2	0
11	0
114	0
96	0
143	0
0	0
0	0
2	0
0	0
0	0
0	0
1	1
0	0
0	0
3	0
172	0
10	0
357	790
0	790
0	0
451	0
0	0
4	41
0	41
3	0
0	1222
0	1197
0	1130
0	0
62	0
54	0
13	0
0	0
94	0
428	1
221	0
47	0
0	220
18	220
1	0
2200	0
8	0
13	0
14	0
21	0
631	0
18	0
268	0
0	137
0	137
64	0
21	0
338	0
10	28
0	28
115	18
0	18
0	0
0	0
54	0
0	0
203	0
138	48
0	48
14	321
16	303
3	314
0	0
220	0
379	0
19	0
33	0
4	0
72	0
261	0
136	0
201	0
367	0
187	0
86	0
208	0
12	0
232	0
82	0
3	904
199	904
0	0
0	0
0	0
0	0
0	0
42	281
3	281
1451	0
0	25
0	25
172	0
0	0
24	0
0	2
0	2
667	0
8	0
272	0
0	0
45	0
399	0
1294	0
158	0
351	0
553	43
2	299
6	299
109	9350
0	9350
205	0
0	0
9	0
0	0
36	0
720	0
1	0
0	0
8	0
10	0
14	0
0	0
80	0
7	0
5	0
24	0
79	0
4	0
0	0
2	0
250	275
1	275
1432	1
241	0
357	787
28	787
555	0
74	0
0	0
2690	0
10	0
680	0
155	0
0	0
139	0
2	0
20	1140
7	1140
89	0
0	179
0	177
0	177
0	179
1	172
83	0
5	254
4	259
10	224
87	0
15	107
0	107
22	283
0	283
3	37
0	37
12	0
108	345
234	345
3	0
0	0
10	0
6	0
15	0
14	0
21	0
1772	3277
0	3131
0	2698
51	0
0	226
1	230
0	229
0	0
1	0
0	0
0	223
27	223
0	53
33	247
0	263
0	240
94	0
3	140
2	140
0	0
200	0
210	0
27	0
395	0
345	0
0	538
2	538
0	0
651	0
254	0
23	113
14	113
131	0
14	0
316	0
572	0
1	527
1	527
830	0
0	368
1	368
22	205
14	205
14	922
1	941
4	369
1	0
1	3
613	1
1523	0
343	0
6	0
345	0
713	0
163	0
94	1
3	0
0	0
0	0
3	0
3	0
0	0
86	0
0	0
188	0
35	0
4	91
19	91
144	0
0	507
189	507
3	0
42	0
1	270
3	221
0	157
129	0
188	0
199	0
0	0
0	0
0	0
379	0
3	0
22	0
64	0
119	147
0	147
46	0
158	0
165	0
139	0
0	0
45	235
28	235
487	0
0	0
22	0
27	0
36	64
6	56
1	32
15	0
278	0
10	0
157	0
134	0
56	541
0	541
3	0
23	0
73	0
5114	0
1	193
0	193
1990	6595
8	6595
32	209
0	209
49	0
38	0
0	0
51	0
0	0
0	0
514	0
861	0
80	0
5	81
1	81
1307	1
7	0
535	0
200	0
775	0
0	0
60	0
0	0
20	229
0	229
700	0
141	0
95	0
0	0
131	0
859	202
3	202
124	0
55	461
5	461
0	0
585	1
4	97
1	97
0	372
0	372
0	300
1	131
10	497
5	449
58	493
33	0
0	100
0	100
29	278
6	278
526	0
0	576
20	576
161	0
0	0
0	0
1	0
12	209
25	209
201	0
6	0
75	0
5149	1
310	0
35	402
0	402
837	1
865	0
16	0
98	0
67	0
1567	0
63	0
0	0
250	0
201	0
0	0
6	0
232	0
50	0
185	0
721	0
0	0
0	0
0	0
0	0
54	0
145	1
193	0
2182	0
2064	982
2433	982
47	0
16	0
5	0
703	1
32	0
52	19
13	19
60	0
485	1
2155	0
5	0
63	0
14	0
665	0
350	0
29	95
0	95
55	0
1	172
0	172
1620	2355
0	2355
0	161
16	160
0	121
184	0
24	0
307	0
683	2
369	2
2188	1
1393	0
58	0
1	198
0	134
0	179
12	0
330	0
22	373
0	373
0	371
200	0
657	0
10	566
17	495
0	307
0	0
51	0
128	0
342	0
62	155
6	155
602	0
167	325
0	325
0	80
56	64
6	93
36	73
135	0
69	136
0	136
0	0
470	0
289	0
6	77
0	77
0	0
2618	0
11	0
32	19020
31	19110
13	19127
158	19126
0	0
195	0
1155	0
8240	0
2	443
1	445
0	436
0	0
1	173
0	173
0	0
0	0
899	1
98	0
0	0
251	0
0	0
207	0
66	0
8	0
0	0
0	0
0	0
0	52
2	55
0	52
0	0
1	0
68	0
0	423
4	423
959	0
119	0
755	0
83	0
42	0
0	0
31	731
0	538
0	470
0	163
6	163
211	0
237	0
290	0
855	0
9081	0
58	0
28	0
1400	0
136	477
0	477
6	0
0	217
0	217
0	217
0	0
1765	0
5	0
320	3219
0	3227
20	3208
0	407
3	407
0	374
0	0
39	0
0	0
0	0
0	0
0	0
47	74
0	74
0	0
1	6
0	6
21	0
0	404
1	404
412	0
22	0
0	0
0	0
0	0
0	0
12	0
25	0
31	0
208	0
1003	0
791	0
211	0
33	559
6	539
0	548
99	0
107	0
16	0
11	1020
6	1020
16	343
1	343
15	57
2	57
152	0
504	0
0	0
198	0
2715	0
0	0
0	314
4	314
12	0
2	264
0	265
0	247
180	0
7	0
3429	0
182	0
0	682
0	553
0	448
0	0
3	0
0	0
7	0
15	0
4	0
393	633
0	633
0	633
673	2873
19	2873
307	0
543	0
386	0
96	271
0	271
74	0
0	0
34	0
3	1
222	859
1	859
3	1017
2	959
0	969
2997	0
35	0
0	0
80	0
49	0
547	0
0	1301
0	1240
2	1054
184	0
195	0
60	108
0	108
3	208
2	208
0	208
0	0
0	138
155	138
819	0
247	0
270	531
8	531
44	1663
0	1663
61	0
29	0
219	0
2	44
0	44
7	28
0	28
1	0
0	0
0	0
0	0
0	0
3	0
13	77
72	77
13	39
3	39
7	0
87	0
0	0
288	0
25	262
0	184
3	180
137	0
140	0
147	0
0	0
20	169
2	169
262	0
125	471
0	471
392	0
18	0
281	0
10	99
0	99
2	0
56	0
117	0
48	0
0	0
3	0
41	824
4	824
324	0
0	15
0	15
0	0
128	0
0	0
181	0
809	0
21	0
16	0
5	0
3	0
0	14
4	14
40	0
9	0
34	0
195	0
0	0
0	0
0	87
1	80
0	20
0	0
23	286
2	267
14	260
328	0
522	1343
0	1343
335	1250
2	1250
0	4
0	4
0	0
0	0
60	0
103	0
0	36
0	36
100	0
283	0
28	0
282	0
2	473
23	370
0	473
418	83
136	0
3	0
0	0
0	0
0	0
3	0
0	0
475	0
0	0
5	54
7	54
405	0
122	0
260	0
25	47
1	47
17	0
6	277
92	277
622	0
126	0
0	0
0	0
2804	0
10	0
178	0
326	0
0	0
0	0
0	0
0	0
0	0
16	0
1487	0
1029	0
0	0
21	0
0	0
1760	0
1064	0
1417	0
140	0
2	378
0	378
1	101
2	136
0	90
31	110
45	0
268	0
3326	0
79	0
506	0
361	0
3	0
3	0
23	0
0	0
76	0
136	0
2	770
0	718
0	627
0	556
0	0
37	0
52	0
20	5
1977	5
52	210
0	210
0	0
0	0
0	0
2	0
342	0
277	1
159	0
311	0
16	0
189	0
257	0
68	0
72	0
24	0
228	0
254	0
208	0
97	0
26	131
2	131
139	115
0	0
0	0
82	61
0	61
14	119
1	119
371	1
1	763
0	776
0	770
59	0
0	0
6	0
106	0
8	211
87	211
125	0
154	0
198	0
50	907
0	907
120	0
136	0
751	1
127	0
10	327
0	327
4	0
65	382
10	382
493	0
0	0
0	0
1737	0
0	0
214	436
2	435
155	0
58	0
37	0
122	0
2	131
0	131
0	131
31	0
1695	0
12	71
0	71
168	0
0	9
1	9
8	0
3	0
17	0
30	17
1	17
586	0
68	115
0	115
5	23
1	23
96	0
87	553
0	553
14	111
0	113
2	113
160	0
967	1
1921	0
1	0
0	0
55	0
548	0
5	0
108	0
8	0
126	0
0	0
0	0
0	0
41	0
0	0
3	0
83	0
113	0
234	0
247	0
0	3
0	3
0	0
1	433
168	433
1	0
24	0
0	0
83	0
30	0
28	0
22	0
34	0
0	0
31	0
2	6
0	6
3	0
270	0
1223	0
66	0
1	0
1	0
252	0
19	0
7	0
1050	0
2	0
59	0
7	0
0	0
372	1
0	145
3	145
38	1
7	57
0	57
3	569
0	569
23	56
0	56
17	0
257	442
0	442
0	0
7	28
0	28
8	166
0	166
16	0
106	0
1	209
0	209
3	11
12	12
0	0
2	177
0	176
0	177
0	0
137	0
29	0
549	0
43	0
40	0
275	0
0	0
419	0
498	0
506	0
0	0
15345	3
214	1
6	0
48	348
13	348
2	348
760	0
8	0
0	0
0	0
0	0
264	0
1	250
5	238
0	230
283	0
0	0
1	3
0	3
